"ID","Species_Eng","CommonName","Classification","Classification2"
59702,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
36241,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
39137,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
39138,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
58991,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
58218,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
16591,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
13007,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16590,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12713,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
12714,"cf. Quercus sp.","oaks","acorn","Wild Nuts"
33767,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
40480,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
12785,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12789,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
12787,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
49658,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14328,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
18577,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
39130,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
40481,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
59701,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
40482,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
57531,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9700,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9696,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9701,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9703,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
9767,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9766,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
9695,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9765,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50977,"Oryza sativa","rice","crop (rice)","Millets + Rice"
50968,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50955,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
50954,"Quercus sp.","oaks","acorn","Wild Nuts"
50953,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9660,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9686,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9683,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9658,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9684,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9612,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
9538,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9608,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9633,"Oryza sativa","rice","crop (rice)","Millets + Rice"
9535,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9631,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9634,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
9536,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9632,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
9546,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
39033,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23917,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
18417,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
19827,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
11471,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18413,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19826,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23915,"Oryza sativa","rice","crop (rice)","Millets + Rice"
15548,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
15547,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18416,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
16958,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16961,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16959,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
16962,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
11437,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36548,"Oryza sativa","rice","crop (rice)","Millets + Rice"
46683,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16615,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16611,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
59804,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
59805,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
45525,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27820,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
35075,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35059,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35074,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35062,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
35077,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
55272,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
35057,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
35071,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
35061,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35060,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55261,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55262,"Oryza sativa","rice","crop (rice)","Millets + Rice"
43454,"Oryza sativa","rice","crop (rice)","Millets + Rice"
51626,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
53347,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
43453,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23535,"Oryza sativa","rice","crop (rice)","Millets + Rice"
51623,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
53342,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
43486,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
53346,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
53348,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
43463,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
53357,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
51624,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
53343,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
51625,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
53344,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
59620,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23514,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23516,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33757,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35867,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
42256,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42221,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
42257,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42222,"Juglans sp.","walnut","walnut","Wild Nuts"
42285,"Oryza sativa","rice","crop (rice)","Millets + Rice"
49010,"Oryza sativa","rice","crop (rice)","Millets + Rice"
49013,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
14689,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
19928,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
21790,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
21802,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
21782,"Corylus heterophylla","Asian hazel","hazelnut","Wild Nuts"
21699,"Corylus sp.","hazel","hazelnut","Wild Nuts"
21793,"Quercus sp.","oaks","acorn","Wild Nuts"
21791,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
21792,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
21803,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
21780,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
60451,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
1857,"Quercus sp.","oaks","acorn","Wild Nuts"
1858,"Juglans sp.","walnut","walnut","Wild Nuts"
50697,"Quercus cf. aliena","oriental white oak","acorn","Wild Nuts"
24653,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
24650,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
18970,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
24655,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
10617,"Quercus sp.","oaks","acorn","Wild Nuts"
19427,"Quercus sp.","oaks","acorn","Wild Nuts"
24651,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
25875,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
10618,"Quercuscf.  crispula","mizunara oak","acorn","Wild Nuts"
10622,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
10620,"Quercus sp.","oaks","acorn","Wild Nuts"
10624,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
24654,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
10629,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10621,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
25868,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
24664,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10619,"Quercus sp.","oaks","acorn","Wild Nuts"
24652,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
25876,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
10623,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
5631,"Quercus sp.","oaks","acorn","Wild Nuts"
5644,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
5645,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10630,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
5632,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
24666,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
19426,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
19428,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
5647,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
5627,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
25886,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
25910,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
5607,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
5608,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
5628,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
5629,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
10616,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50699,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
25898,"Corylus sieboldiana","Japanese hazel","hazelnut","Wild Nuts"
50700,"Quercus sp.","oaks","acorn","Wild Nuts"
15032,"Aesculus turbinata","horse-chestnut","buckeye","Wild Nuts"
15034,"Quercus sp.","oaks","acorn","Wild Nuts"
5633,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
5646,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10320,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10631,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
18972,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
24665,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
25872,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
5611,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
5612,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10318,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
10615,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
12302,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
15033,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
24645,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
25866,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
25879,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
25896,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50698,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
10319,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
25871,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
25881,"Quercus sp.","oaks","acorn","Wild Nuts"
62823,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
62822,"Quercus miyagii","Ryukyus oak","acorn","Wild Nuts"
24497,"Quercus dentata","daimyo oak","acorn","Wild Nuts"
24498,"Quercus acutissima / Quercus dentata","sawtooth","acorn","Wild Nuts"
24499,"Quercus sp.","oaks","acorn","Wild Nuts"
44309,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13467,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13470,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
13472,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
13444,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13449,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
13494,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13539,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
13503,"Quercus sp.","oaks","acorn","Wild Nuts"
22950,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
22946,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13502,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
38223,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
18781,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
24800,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
13632,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
17174,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18778,"Oryza sativa","rice","crop (rice)","Millets + Rice"
59022,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
61387,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
33713,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33735,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62011,"Quercus sp.","oaks","acorn","Wild Nuts"
13643,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
59035,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
33734,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13636,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
13637,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
22842,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
54215,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
59037,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
54214,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
59036,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
61386,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
62008,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
57947,"Quercus sp.","oaks","acorn","Wild Nuts"
62007,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
13613,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34856,"Oryza sativa","rice","crop (rice)","Millets + Rice"
24798,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13634,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
59023,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
59024,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
59716,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
13646,"Lithocarpus edulis?","common stone oak?","acorn","Wild Nuts"
13541,"Oryza sativa","brown rice","crop (rice)","Millets + Rice"
13540,"Oryza sativa","rice husk","crop (rice)","Millets + Rice"
51316,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
28210,"Oryza sativa","rice","crop (rice)","Millets + Rice"
46418,"Quercus acuta?","Japanese evergreen?","acorn","Wild Nuts"
37142,"Quercus sp.","oaks","acorn","Wild Nuts"
58947,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
40503,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
58953,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
13597,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
36018,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
37982,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
46419,"Quercus aliena?","oriental white oak?","acorn","Wild Nuts"
28158,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
16789,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
47163,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
60244,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
60245,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
12686,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
12684,"Oryza sativa","rice","crop (rice)","Millets + Rice"
32705,"Oryza sativa","rice","crop (rice)","Millets + Rice"
32706,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36026,"Oryza sativa","rice","crop (rice)","Millets + Rice"
40529,"Oryza sativa","rice","crop (rice)","Millets + Rice"
40530,"Oryza sativa","rice","crop (rice)","Millets + Rice"
47172,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55694,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61694,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58451,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37986,"Quercus sp.","oaks","acorn","Wild Nuts"
33970,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
33971,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
36064,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36639,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
24736,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
57893,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
62263,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
16521,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
54404,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
21690,"Quercus sp.","oaks","acorn","Wild Nuts"
24735,"Quercus sp.","oaks","acorn","Wild Nuts"
36641,"Quercus sp.","oaks","acorn","Wild Nuts"
13596,"Quercus sp.","oaks","acorn","Wild Nuts"
55773,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
21683,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
13795,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16692,"Oryza sativa","rice","crop (rice)","Millets + Rice"
17027,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18081,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18740,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18865,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19575,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19784,"Oryza sativa","rice","crop (rice)","Millets + Rice"
21681,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31649,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33714,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33968,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36878,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38003,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55693,"Oryza sativa","rice","crop (rice)","Millets + Rice"
57892,"Oryza sativa","rice","crop (rice)","Millets + Rice"
59583,"Oryza sativa","rice","crop (rice)","Millets + Rice"
47221,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
21684,"Panicum miliaceum?","proso millet?","crop (millet)","Millets + Rice"
35562,"Oryza sativa","rice","crop (rice)","Millets + Rice"
47220,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35563,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
37141,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
62279,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
21682,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
12685,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37984,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
40501,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
36019,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
60241,"Quercus cf. gilva","red-bark oak","acorn","Wild Nuts"
37143,"Quercus cf. acutissima","sawtooth oak","acorn","Wild Nuts"
62265,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62278,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37140,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
40506,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
36021,"Quercus sp.","oaks","acorn","Wild Nuts"
36642,"Quercus sp.","oaks","acorn","Wild Nuts"
37144,"Quercus sp.","oaks","acorn","Wild Nuts"
58847,"Quercus sp.","oaks","acorn","Wild Nuts"
60243,"Quercus sp.","oaks","acorn","Wild Nuts"
36020,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
58846,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
60246,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
36637,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
55770,"Quercus sp.","oaks","acorn","Wild Nuts"
46474,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
62020,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
40505,"Quercus sp.","oaks","acorn","Wild Nuts"
40500,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
40499,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
36640,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
40502,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
36638,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
62177,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36024,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
37983,"Quercus aliena / Quercys crispula","oriental white oak, mizunara oak","acorn","Wild Nuts"
60240,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
33830,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
61695,"Lithocarpus glaber?","Japanese blue oak?","acorn","Wild Nuts"
58969,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
13595,"Quercus sp.","oaks","acorn","Wild Nuts"
46426,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
60242,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
46417,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
41103,"Quercus serrata?","jolcham oak?","acorn","Wild Nuts"
41107,"Quercus serrata?","jolcham oak?","acorn","Wild Nuts"
40504,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
46427,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
37985,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
13793,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
17025,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
46425,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
55768,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
57631,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
28157,"Quercus acuta?","Japanese evergreen?","acorn","Wild Nuts"
62023,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
57634,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
61685,"Quercus gilva?","red-bark oak?","acorn","Wild Nuts"
50875,"Quercus sp.","oaks","acorn","Wild Nuts"
51339,"Quercus sp.","oaks","acorn","Wild Nuts"
12679,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
46473,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
57632,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
58945,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
58946,"Lithocarpus edulis","common stone oak","acorn","Wild Nuts"
58948,"Quercus salicina?","Japanese willowleaf oak?","acorn","Wild Nuts"
41102,"Quercus sessilifolia?","tsukubanegashi oak?","acorn","Wild Nuts"
41105,"Quercus sessilifolia?","tsukubanegashi oak?","acorn","Wild Nuts"
41094,"Quercus sessilifolia?","tsukubanegashi oak?","acorn","Wild Nuts"
49182,"Quercus sp.","oaks","acorn","Wild Nuts"
49183,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
13741,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
33708,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
55771,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
55772,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
60437,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
62016,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
33709,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
57948,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
57849,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
14875,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62179,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62180,"Setaria italica?","foxtail millet?","crop (millet)","Millets + Rice"
62181,"Setaria italica/Panicum miliaceum","foxtail/proso milllet","crop (millet)","Millets + Rice"
14873,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62178,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
36644,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
37994,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
47922,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
